Symbol,Security Name,Sector,Industry,Country,Market Cap
AFG,American Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,10896352158.0
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,United States,1764752906.0
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,United States,1562853209.0
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,United States,1694960418.0
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,United States,1395018893.0
AFL,AFLAC Incorporated Common Stock,Finance,Accident &Health Insurance,United States,58427203494.0
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Basic Materials,Precious Metals,Canada,10518618374.0
AGBK,AGI Inc Class A Common Shares,Finance,Commercial Banks,,1255451050.0
AGCO,AGCO Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,8350331869.0
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
AGI,Alamos Gold Inc. Class A Common Shares,Basic Materials,Precious Metals,Canada,20410405542.0
AGL,agilon health inc. Common Stock,Health Care,Misc Health and Biotechnology Services,United States,451239630.0
AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance,Finance Companies,United States,1796450361.0
AGO,Assured Guaranty Ltd. Common Stock,Finance,Property-Casualty Insurers,Bermuda,3748639641.0
AGRO,Adecoagro S.A. Common Shares,Consumer Staples,Farming/Seeds/Milling,Luxembourg,1879372502.0
AGX,Argan Inc. Common Stock,Consumer Discretionary,Engineering & Construction,United States,8391982634.0
AHR,American Healthcare REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,9568565777.0
AHRT,AH Realty Trust Inc. Common Stock,Finance,Real Estate,United States,476650416.0
AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate,Real Estate Investment Trusts,United States,19040884.0
AI,C3.ai Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,1365011031.0
AIG,American International Group Inc. New Common Stock,Finance,Life Insurance,United States,41404036666.0
AII,American Integrity Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,368379054.0
AIIA,AI Infrastructure Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,,0.0
AIN,Albany International Corporation Common Stock,Consumer Discretionary,Textiles,United States,1602392688.0
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,818688772.0
AIR,AAR Corp. Common Stock,Industrials,Aerospace,United States,4817838711.0
AIT,Applied Industrial Technologies Inc. Common Stock,Consumer Discretionary,Industrial Specialties,United States,10690879304.0
AIV,Apartment Investment and Management Company Common Stock,Real Estate,Real Estate Investment Trusts,United States,592026391.0
AIZ,Assurant Inc. Common Stock,Finance,Property-Casualty Insurers,United States,11183606100.0
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,Finance,Property-Casualty Insurers,United States,1022303615.0
AJG,Arthur J. Gallagher & Co. Common Stock,Finance,Specialty Insurers,United States,57833209398.0
AKA,a.k.a. Brands Holding Corp. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,,111843903.0
AKO/A,Embotelladora Andina S.A.,,,Chile,
AKO/B,Embotelladora Andina S.A.,,,Chile,
AKR,Acadia Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,United States,2788468743.0
ALB,Albemarle Corporation Common Stock,Industrials,Major Chemicals,United States,23222537870.0
ALC,Alcon Inc. Ordinary Shares,Health Care,Ophthalmic Goods,Switzerland,40320793000.0
ALG,Alamo Group Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,2052801745.0
ALH,Alliance Laundry Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,4859543244.0
ALK,Alaska Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,4770357652.0
ALL,Allstate Corporation (The) Common Stock,Finance,Property-Casualty Insurers,United States,55640238917.0
ALLE,Allegion plc Ordinary Shares,Consumer Discretionary,Diversified Commercial Services,United States,12267116922.0
ALLY,Ally Financial Inc. Common Stock,Finance,Major Banks,United States,13092683735.0
ALSN,Allison Transmission Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,10505480326.0
ALTG,Alta Equipment Group Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,United States,205215462.0
ALUB,Alussa Energy Acquisition Corp. II Class A Ordinary Shares,,,,0.0
ALV,Autoliv Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,Sweden,8286497250.0
ALX,Alexander's Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1249089915.0
AM,Antero Midstream Corporation Common Stock,Utilities,Natural Gas Distribution,United States,10142856640.0
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,Industrials,Containers/Packaging,,2465510792.0
AMBQ,Ambiq Micro Inc. Common Stock,Technology,Semiconductors,United States,667223244.0
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,United States,938303573.0
AMCR,Amcor plc Ordinary Shares,Consumer Discretionary,Miscellaneous manufacturing industries,United Kingdom,18733642501.0
AME,AMETEK Inc.,Industrials,Industrial Machinery/Components,United States,53001158962.0
AMG,Affiliated Managers Group Inc. Common Stock,Finance,Investment Managers,United States,8076667229.0
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,United States,11048478021.0
AMN,AMN Healthcare Services Inc,Consumer Discretionary,Professional Services,United States,768872693.0
AMP,Ameriprise Financial Inc. Common Stock,Finance,Investment Managers,United States,42494004755.0
AMPX,Amprius Technologies Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,United States,2475933402.0
AMPY,Amplify Energy Corp. Common Stock,Energy,Oil & Gas Production,United States,229640031.0
AMR,Alpha Metallurgical Resources Inc. Common Stock,Energy,Coal Mining,United States,2525102538.0
AMRC,Ameresco Inc. Class A Common Stock,Consumer Discretionary,Engineering & Construction,United States,1348970662.0
AMRZ,Amrize Ltd Ordinary Shares,Industrials,Building Materials,Switzerland,32216331543.0
AMT,American Tower Corporation (REIT) Common Stock,Real Estate,Real Estate Investment Trusts,United States,82978894349.0
AMTB,Amerant Bancorp Inc. Class A Common Stock,Finance,Major Banks,United States,954680349.0
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,Finance,Finance: Consumer Services,,96556415.0
AMTM,Amentum Holdings Inc. Common Stock,Real Estate,Real Estate,United States,6793594652.0
AMWL,American Well Corporation Class A Common Stock,Real Estate,Real Estate,United States,103945354.0
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,Telecommunications,Telecommunications Equipment,Mexico,78870890000.0
AN,AutoNation Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,6779283683.0
ANDG,Andersen Group Inc. Class A Common Stock,Real Estate,Real Estate,,3696562829.0
ANET,Arista Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment,United States,194700548535.0
ANF,Abercrombie & Fitch Company Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States,4229639133.0
ANGX,Angel Studios Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,United States,416101559.0
ANRO,Alto Neuroscience Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,887535149.0
ANVS,Annovis Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,51367511.0
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
AOMD,Angel Oak Mortgage REIT Inc. 9.750% Senior Notes due 2030,Finance,Real Estate,United States,0.0
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,Finance,Real Estate,United States,0.0
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Finance,Real Estate,United States,223235237.0
AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers,United States,71558859119.0
AORT,Artivion Inc. Common Stock,Health Care,Medical/Dental Instruments,United States,1807930619.0
AOS,A.O. Smith Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances,United States,8829119751.0
AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,Fluid Controls,United States,179990175.0
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers,United States,3025607377.0
APD,Air Products and Chemicals Inc. Common Stock,Basic Materials,Major Chemicals,United States,66338131024.0
APG,APi Group Corporation Common Stock,Consumer Discretionary,Engineering & Construction,United States,19304478708.0
APH,Amphenol Corporation Common Stock,Technology,Electrical Products,United States,180363632164.0
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,Real Estate Investment Trusts,United States,2948210706.0
APO,Apollo Global Management Inc. (New) Common Stock,Finance,Investment Managers,United States,70228139200.0
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,Finance,Investment Managers,United States,14779414332.0
APTV,Aptiv PLC Ordinary Shares,Consumer Discretionary,Auto Parts:O.E.M.,United Kingdom,12494344472.0
AQN,Algonquin Power & Utilities Corp. Common Shares,Utilities,Electric Utilities: Central,United States,4919627661.0
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Utilities,Electric Utilities: Central,United States,19991690776.0
AR,Antero Resources Corporation Common Stock,Energy,Oil & Gas Production,United States,11390434475.0
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Discretionary,Restaurants,Argentina,1812755605.0
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,Investment Managers,United States,286665887.0
ARDT,Ardent Health Inc. Common Stock,Health Care,Hospital/Nursing Management,United States,1352254006.0
ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,8376753863.0
ARES,Ares Management Corporation Class A Common Stock,Finance,Investment Managers,United States,39299497096.0
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,Real Estate Investment Trusts,United States,1559362520.0
ARIS,Aris Mining Corporation Common Shares,,,,4237402000.0
ARL,American Realty Investors Inc. Common Stock,Real Estate,Other Consumer Services,United States,230005092.0
ARLO,Arlo Technologies Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances,United States,1571843169.0
ARMK,Aramark Common Stock,Consumer Discretionary,Restaurants,United States,11612094436.0
AROC,Archrock Inc. Common Stock,Utilities,Natural Gas Distribution,United States,6396003951.0
ARR,ARMOUR Residential REIT Inc.,Real Estate,Real Estate Investment Trusts,United States,2145975306.0
ARW,Arrow Electronics Inc. Common Stock,Technology,Electronic Components,United States,8650320993.0
ARX,Accelerant Holdings Class A Common Shares,Finance,Specialty Insurers,Cayman Islands,3009157254.0
AS,Amer Sports Inc. Ordinary Shares,Consumer Discretionary,Apparel,,20198712757.0
ASA,ASA  Gold and Precious Metals Limited,Industrials,Precious Metals,United States,1268719713.0
ASAN,Asana Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,1470193820.0
ASB,Associated Banc-Corp Common Stock,Finance,Major Banks,United States,4554939854.0
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,Finance,Major Banks,United States,3801191530.0
ASC,Ardmore Shipping Corporation Common Stock,Consumer Discretionary,Marine Transportation,,627952229.0
ASG,Liberty All-Star Growth Fund Inc.,Finance,Investment Managers,United States,0.0
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
ASGN,ASGN Incorporated Common Stock,Consumer Discretionary,Professional Services,United States,1631350000.0
ASH,Ashland Inc. Common Stock,Consumer Discretionary,Specialty Chemicals,United States,2583515784.0
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,Finance,Property-Casualty Insurers,,995941485.0
ASIX,AdvanSix Inc. Common Stock ,Industrials,Major Chemicals,United States,627751224.0
ASPN,Aspen Aerogels Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,United States,274566874.0
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Consumer Discretionary,Aerospace,Mexico,10256700000.0
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,Technology,Semiconductors,Taiwan,61039295861.0
ATEN,A10 Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment,United States,1853014962.0
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,Technology,EDP Services,China,2189432441.0
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,Finance,Life Insurance,Bermuda,5079839625.0
ATI,ATI Inc. Common Stock,Industrials,Steel/Iron Ore,United States,21415725175.0
ATKR,Atkore Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,United States,2287618311.0
ATMU,Atmus Filtration Technologies Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,5083291919.0
ATO,Atmos Energy Corporation Common Stock,Utilities,Oil/Gas Transmission,United States,30811349303.0
ATR,AptarGroup Inc. Common Stock,Industrials,Plastic Products,United States,8304477087.0
ATS,ATS Corporation Common Shares,Industrials,Industrial Machinery/Components,Canada,3062898728.0
AU,AngloGold Ashanti PLC Ordinary Shares,Basic Materials,Precious Metals,South Africa,52900552083.0
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,Major Banks,United States,5424654905.0
AUNA,Auna SA Class A Ordinary Shares,Health Care,Medical/Nursing Services,Peru,391898650.0
AVA,Avista Corporation Common Stock,Utilities,Power Generation,United States,3433212700.0
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),Finance,Commercial Banks,,5805279823.0
AVB,AvalonBay Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,23958432620.0
AVBC,Avidia Bancorp Inc. Common Stock,Finance,Banks,United States,412566938.0
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Industrials,Agricultural Chemicals,United States,71919696.0
AVK,Advent Convertible and Income Fund,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
AVNS,Avanos Medical Inc. Common Stock,Health Care,Industrial Specialties,United States,1145718544.0
